,user,timestamp,comment,y_label,likes,hasReplies,replies.commentText
224,T- DwarF,1556210066682,Gotta get some people with intelligence in these vids,0.0,2,False,
225,Pandapanda64Ali MEMES,1556210066683,This lady makes me want to die,0.0,0,False,
226,CULT68,1556210066685,vegan girl REPULSIVE ARROGANT OBNOXIOUS like Eco climate CRIM FELONS Ruining London & causing CHAOS,0.0,1,False,
227,Deez nutz on your chin,1556210066687,A minute into this video and annoyed by Aubrey,0.0,0,False,
228,Jonas Söderlind,1556210066689,"You don't have to put animals and humans as equals, you just have to see animals as having enough worth for us to not slit their throats and keep them as prisoners for our pleasure",0.0,0,False,
229,Mighty Poopie,1556210066690,“What are u putting in your body” a yummy sandwich,0.0,0,False,
230,Mike S,1556210066692,"All 3 of the vegans are the perfect meme worthy stereotypes of that,  all talking out their ass feeling superior on a high horse, I bet all of them work at second hand bookstores or a thrift store, if they were lost and starving and killing an animal meant survival they would do it.",0.0,0,False,
231,Malinzkia,1556210066693,"Im vegetarian. I accept the fact that humans are omnivores. But in the situation were we are now, i dont think the animal industry is a good thing. It contributes soooooo much to global warming and animal abuse. 

I dislike all the hate vegans get. Because they are truly right when it comes to stuff like animals suffering and the environment.",1.0,0,False,
232,la lea,1556210066695,Those vegans are the exact reason i dont tell anyone im vegan myself,1.0,0,False,
233,Melanie Dsouza,1556210066697,The girl in this video was unbearable... your opinions donot hold true for others so learn to respect differences... just like how we respect the choices u make...,0.0,0,False,
234,Lute Romaina,1556210066698,Aubrey is the type of Vegan who annoys everyone and makes us meat eaters want to eat more meat.,0.0,0,False,
235,Mickey Walton,1556210066700,I don't think that she knows what capitalism is,0.0,0,False,
236,Gaming Bros,1556210066702,"We have guns, that’s we we are at the top😂",0.0,0,False,
237,No Name,1556210066712,Why am I seeing the girl and dude with braids getting together after the video,0.0,2,False,
238,Jarin,1556210066714,5:47 Whattt 🤣🤣,0.0,0,False,
239,altamira,1556210066715,U cant tell these bitches are  vegan,0.0,0,False,
240,탄히,1556210067363,Wow the vegans had matching hairstyles,0.0,0,False,
241,Ian,1556210067365,7:08 🤨,0.0,0,False,
242,William Coleman,1556210067367,"Nothing wrong with veganism. Most vegans are incredibly understanding and respectable. As long as you don’t judge others or feel superior, then no issue. I would be Vegan if near didn’t taste so good and offer my daily protein. However the vegans in this video... scare me.",0.0,0,True,
243,Atiq Shourav,1556210067369,Do a vegan Vs Pro-abortion.,0.0,0,False,
244,Grace Davis,1556210067371,"no one:
dude w the braids: i HaVe A rElAtAtiOnShiP wItH tHaT aNiMaL",0.0,0,False,
245,Ayy L'mayo,1556210067372,Bruh woodstock festival called said they wanted their Shroom munching hippies back,0.0,3,False,
246,Bruce Wayne,1556210067374,You can tell who the hippie ass vegans are even before they started to talk,0.0,0,False,
247,Stephen Fairley,1556210067376,They took the most stereotypical vegans lmao,0.0,0,False,
248,Samson Raines,1556210067378,"Meat-eater? Cool!
Vegetarian? Cool!
Vegan? Cool!


Just don't demonize omnivores for eating meat. Instead, encourage people who do eat meat to consume animals that were raised with care and killed in a humane manner.",0.0,30,True,
249,Cear Rose,1556210067380,I’m chill eat what ever as long as it’s healthy and your taking care of your self but like gonna be honest I just freaking eat everything homie like put any food in front of me ( except human meat duh) and I will consume that crap in a second.,0.0,0,False,
250,Nathan Green,1556210067382,Lmao a vegan ranting about capitalism bahahahahaha,0.0,0,True,
251,Elan Castle,1556210067384,Vegans annoy me they need to realise they are not going to be able to force people to be vegan but if they put the same amount of effort into improving animal farming conditions animals would be treated far better.,0.0,0,False,
252,Mani,1556210067386,I’m VEGANNNNNNNN,1.0,1,False,
253,Luke Palmer,1556210067387,Have you ever seen a more typical vegan? I don’t even have to say which one,0.0,0,False,
254,Krzysztof Wojewoda,1556210067389,What is a food chain?? Man people can be retarded,0.0,0,False,
255,lostinthelookingglas,1556210067391,"Why does food have to be moral? Eat what you like (and what is available/sustainable)! I’m a vegetarian because I like it, not because it makes me better than other people",0.0,0,False,
256,Maya Habbert,1556210067392,"People like that girl are the reason us vegans get so much hate, trust me, we aren’t all like that 😂",1.0,0,False,
257,white name black face,1556210067394,"3:41 
the shade that was thrown",0.0,1,False,
258,Garrett Slosson,1556210067396,"The major argument for the killing of an animal over a human would be something along the lines of:
it doesn't matter how much you care for an animal/ how long you've known an animal, humans are more valuable at any level/ age than an animal. Humans are the top of the food chain and are able to communicate complexly and reason. This elevates them above all other creatures. You should be OK with killing your dog for a person because, even though your closer to your dog, a human has more value: not only in what they can do in life but even speaking from an evolutionary trait of protecting your kind.",0.0,0,False,
259,Nora Saadiii,1556210067398,The man in braids looks like melman the giraffe from Madagascar,0.0,35,True,
260,Emperor Yongle,1556210068495,Plants have lives too. We are only eating meat to save more life. contrast to you we meat eaters definitely consume less life than you.,0.0,0,False,
261,Hannah Batt,1556210068497,There’s different fast foods in different places because they have different taste like the uk would have different fast food than somewhere like China because the tastes are different,0.0,0,False,
262,Kατερίνα ゚,1556210068499,She doesn't even look healthy.,0.0,0,False,
263,wavy kid,1556210068501,"im a vegan but this is so freakin cringy, especially the girl with the braids",1.0,0,True,
264,alex,1556210068503,CAPITALISM,0.0,0,False,
265,TheVoloWay _,1556210068505,I want to through a chicken at that  girls face,0.0,1,False,
266,ren howles,1556210068507,he said that he would die rather than killing a mountain lion lol wtf what're ur priorities bruh,0.0,0,False,
267,Vince V,1556210068508,That vegan looks like the Annabelle doll,0.0,0,False,
268,Joey Cruz,1556210068510,I eat healthy n it’s Bambi,0.0,0,False,
269,JUSRINA BAWA,1556210068512,man vegas are annoying,0.0,0,False,
270,Live Louder,1556210068514,Wow...I've watched all these videos...and this has got to be the most heated😂,0.0,2,False,
271,Dominic Blair,1556210068516,I identified the vegans when they walked in...,0.0,0,False,
272,Timothy Cox,1556210068518,All I have to say it watch the flash and you will never see that guy the same way,0.0,0,False,
273,Emily,1556210068519,6:52 holy fuckery,0.0,0,False,
274,Kelden Johnson,1556210068521,Highkey the vegans in this video are mad annoying,0.0,0,False,
275,Wakku,1556210068523,"looks like 80+% of humans here in comments are hating that vegan girl same as i do :D good, i dont have to rant on her aswell :D",0.0,0,False,
276,Kmc,1556210068524,I just had a brain aneurism because of that girl,0.0,0,False,
277,Mark Prather,1556210068526,Meats not even bad for ur diet tho i aint ever gonna stop eating fish that shits to good,0.0,0,False,
278,EliasEdits,1556210068528,6:52 uh oh vegan lady is coming hide your bacon,0.0,0,False,
279,Aria Williams,1556210068530,You could tell who was vegan wheen they entered,0.0,2,True,
280,Natalie Haigh,1556210069518,but why was there no mention of like environmental benefits of veganism? its not all emotions lol,1.0,0,False,
281,Natalie Haigh,1556210069520,vegan girl: THE ISSUE IS CAPITALISM,0.0,0,False,
282,some guy,1556210069521,mannnn she stay pissing me off,0.0,0,False,
283,Amel Ibrahim,1556210069523,"Annoying vegan girl with braids:"" ThE pRoBleM iS CApItAliSm""       How is capitalism the problem?😂  That doesn't even make sense a little bit probably doesn't understand what capitalism means",0.0,1,False,
284,Amel Ibrahim,1556210069525,"if defending urself from a mountain lion is not an everyday thing, then how would having a relationship with a wild animal and that said animal threatening a human life be an everyday thing😂",0.0,73,True,
285,Commissar Kuznetsov,1556210069527,"""What would stop me from killing a human to protect this lion?""
The law maybe?",0.0,1,True,
286,Michael Shia,1556210069529,"The issue is capitalism






Cold War: am I a joke to you?",0.0,2,False,
287,Tyvarns,1556210069531,Hippy cunts lol,0.0,0,False,
288,Gamietai H Tourkia,1556210069532,No its vegans vs normal humans,0.0,1,True,
289,la2toronto !,1556210069535,Goldilocks is so triggered lmao,0.0,0,False,
290,la2toronto !,1556210069536,You can tell who’s vegan real quick lmao liberals are easy to spot,0.0,0,True,
291,brunomarz1000,1556210069539,Animals eat animals.,0.0,0,True,
292,webber014,1556210069541,People that believe humans are at the top of the food chain musta forgot about grizzly bears.,0.0,0,False,
293,webber014,1556210069542,How did I know the girl on the right of the thumb nail was a vegan? Lol,0.0,0,False,
294,Jade Marie,1556210069544,As a former vegan; vegans are annoying. They're all the stereotype.,1.0,0,True,
295,SaltyBuns,1556210069547,"Steven: Why should we eat a dog?

Asian man stares awkwardly",0.0,137,True,
296,Pyron,1556210069549,Ohh wow what a surprise the white vegan girl with white hair is communist,0.0,0,False,
297,Jared Dimas,1556210069551,"The issue is capitalism 😂😂😂😂 this woman is off the damn rocker
She tweakin’ tweakin’",0.0,3,True,
298,Yeana C,1556210069553,"she's so over-bearing, so over-the-top.  she can voice her opinions without ranting.",0.0,0,False,
299,Lincoln Simpson,1556210069555,"Why was there only one non-stereotypical vegan, props to him",1.0,15,True,
300,Lincoln Simpson,1556210070776,"The raising an animal is a completely different argument, the other argument was that both animal and human are strangers, this one you actually have a bond with the animal",0.0,0,False,
301,Sloopy Skoopitty shootippy,1556210070778,These vegans are so damn weird,0.0,0,False,
302,You take the moon And you take the moon,1556210070779,"Veganism can be good, but there is no shame in eating meat. Change my mind",0.0,0,False,
303,Michael Man,1556210070781,went vegan as a dare and have been for a year and a half lol,1.0,0,False,
304,Timmy Bronco,1556210070783,Could already tell who was a vegan,0.0,0,False,
305,Mark Moore,1556210070784,"I don't like how that girl interrupted that man when he was talking about his late father, that's really inconsiderate.",0.0,0,False,
306,Tomipeace13,1556210070786,"I'm a meat eater but I have a problem with how animals are raised, killed and used. I think human can do better!!!
 
Damn like I want my bacon to be from a pig that lived its best life 😭😭😭",0.0,0,True,
